datetime,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,2015year,month,day,price_normed,Amazon_normed,Boeing_normed,Microsoft_normed,Starbucks_normed,Walmart_normed,DJI_normed
2014-05-05,3,2.0,1550,15040,1.0,0,0,4,6,1550,0,0,5,5,-0.04049127931049439,0.1460637172076021,0.3407558248308323,0.03507099526066351,0.03929607268598665,0.3082314920515201,0.1903437107490888
2014-05-05,5,2.0,2050,10200,1.0,0,0,3,6,1430,620,0,5,5,-0.046070788503626135,0.1460637172076021,0.3407558248308323,0.03507099526066351,0.03929607268598665,0.3082314920515201,0.1903437107490888
2014-05-05,6,2.75,3200,9200,1.0,0,2,4,8,1600,1600,0,5,5,-0.005945807497699981,0.1460637172076021,0.3407558248308323,0.03507099526066351,0.03929607268598665,0.3082314920515201,0.1903437107490888
2014-05-05,2,2.5,2220,4000,2.0,0,0,3,9,2220,0,0,5,5,0.12361891536758958,0.1460637172076021,0.3407558248308323,0.03507099526066351,0.03929607268598665,0.3082314920515201,0.1903437107490888
2014-05-05,2,1.0,1770,8640,1.5,0,0,3,6,1520,250,0,5,5,0.006302576888724396,0.1460637172076021,0.3407558248308323,0.03507099526066351,0.03929607268598665,0.3082314920515201,0.1903437107490888
2014-05-05,4,1.75,2300,11700,1.0,0,0,4,9,1960,340,0,5,5,0.010492446120112438,0.1460637172076021,0.3407558248308323,0.03507099526066351,0.03929607268598665,0.3082314920515201,0.1903437107490888
2014-05-05,3,2.0,1800,5000,1.0,0,0,4,7,1080,720,0,5,5,0.01098126419710771,0.1460637172076021,0.3407558248308323,0.03507099526066351,0.03929607268598665,0.3082314920515201,0.1903437107490888
2014-05-05,4,1.75,2010,9211,1.0,0,0,3,7,1470,540,0,5,5,-0.007302626817131142,0.1460637172076021,0.3407558248308323,0.03507099526066351,0.03929607268598665,0.3082314920515201,0.1903437107490888
2014-05-05,3,2.5,1790,2700,2.0,0,0,3,8,1790,0,0,5,5,-0.004186062420517003,0.1460637172076021,0.3407558248308323,0.03507099526066351,0.03929607268598665,0.3082314920515201,0.1903437107490888
2014-05-05,4,2.5,2440,6651,2.0,0,0,3,9,2440,0,0,5,5,0.012814331985839977,0.1460637172076021,0.3407558248308323,0.03507099526066351,0.03929607268598665,0.3082314920515201,0.1903437107490888
2014-05-05,3,2.5,1940,3211,2.0,0,0,3,8,1940,0,0,5,5,0.002112707657336353,0.1460637172076021,0.3407558248308323,0.03507099526066351,0.03929607268598665,0.3082314920515201,0.1903437107490888
2014-05-05,2,1.5,1160,1438,2.0,0,0,3,7,1160,0,0,5,5,-0.027914688500944616,0.1460637172076021,0.3407558248308323,0.03507099526066351,0.03929607268598665,0.3082314920515201,0.1903437107490888
2014-05-05,4,2.5,3400,9692,2.0,0,0,3,9,3400,0,0,5,5,0.040519842278393406,0.1460637172076021,0.3407558248308323,0.03507099526066351,0.03929607268598665,0.3082314920515201,0.1903437107490888
2014-05-05,4,4.25,4420,5750,2.0,0,0,3,10,3410,1010,0,5,5,0.048899580741169485,0.1460637172076021,0.3407558248308323,0.03507099526066351,0.03929607268598665,0.3082314920515201,0.1903437107490888
2014-05-05,3,3.0,1571,2017,3.0,0,0,3,8,1571,0,0,5,5,-0.024178721769623608,0.1460637172076021,0.3407558248308323,0.03507099526066351,0.03929607268598665,0.3082314920515201,0.1903437107490888
2014-05-05,3,2.25,1620,998,2.5,0,0,3,8,1540,80,0,5,5,-0.01744001542247451,0.1460637172076021,0.3407558248308323,0.03507099526066351,0.03929607268598665,0.3082314920515201,0.1903437107490888
2014-05-05,3,2.5,1408,989,3.0,0,0,3,8,1408,0,0,5,5,-0.017260409694755674,0.1460637172076021,0.3407558248308323,0.03507099526066351,0.03929607268598665,0.3082314920515201,0.1903437107490888
2014-05-05,3,2.5,3040,4535,2.0,0,0,3,9,3040,0,0,5,5,-0.008641290036559621,0.1460637172076021,0.3407558248308323,0.03507099526066351,0.03929607268598665,0.3082314920515201,0.1903437107490888
2014-05-05,5,3.5,4490,6000,2.0,0,0,3,10,3200,1290,0,5,5,0.048899580741169485,0.1460637172076021,0.3407558248308323,0.03507099526066351,0.03929607268598665,0.3082314920515201,0.1903437107490888
2014-05-05,2,2.5,1590,1426,2.0,0,0,3,8,1590,0,0,5,5,-0.016854830353157314,0.1460637172076021,0.3407558248308323,0.03507099526066351,0.03929607268598665,0.3082314920515201,0.1903437107490888
2014-05-05,4,2.5,2450,4247,2.0,0,0,3,8,2450,0,0,5,5,0.024067343105194268,0.1460637172076021,0.3407558248308323,0.03507099526066351,0.03929607268598665,0.3082314920515201,0.1903437107490888
2014-05-06,4,2.0,1440,7680,1.0,0,0,3,7,1200,240,0,5,6,-0.01995393696130733,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,2,2.0,1100,3000,1.5,0,0,3,7,1100,0,0,5,6,-0.012551834652521795,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,3,1.0,1350,7740,1.0,0,0,4,6,860,490,0,5,6,-0.026099078500676463,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,4,2.5,2150,37981,2.0,0,0,3,9,2150,0,0,5,6,0.009654472273834829,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,3,1.75,1490,8366,1.0,0,0,4,7,1010,480,0,5,6,-0.0427188931185157,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,3,2.0,2000,7000,2.0,0,0,3,7,2000,0,0,5,6,0.0029506815036139623,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,2,1.0,1030,4400,1.0,0,0,3,7,1030,0,0,5,6,-0.009898250805976037,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,2,1.0,720,6687,1.0,0,0,3,6,720,0,0,5,6,-0.029402092078087368,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,5,2.0,2020,5000,1.5,0,0,4,7,2020,0,0,5,6,-0.007244666959430273,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,3,1.75,1580,8151,1.0,0,1,4,7,1100,480,0,5,6,-0.03630839319449199,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,4,2.5,2110,13850,2.0,0,0,3,9,2110,0,0,5,6,0.009235485350696026,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,4,2.0,1300,7054,1.0,0,0,3,7,1300,0,0,5,6,-0.031825233116906784,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,3,1.5,1630,7475,1.0,0,1,3,7,1160,470,0,5,6,0.015380626890065153,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,4,2.75,3370,8103,1.0,0,3,3,9,1970,1400,0,5,6,0.0831168461308385,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,4,2.5,1890,6156,1.0,0,0,3,7,980,910,0,5,6,-0.03000962311663864,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,4,2.0,1520,7983,1.0,0,0,5,7,1520,0,0,5,6,-0.016043392345345162,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,2,1.0,900,5160,1.0,0,0,3,6,900,0,0,5,6,-0.04481382773420972,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,3,1.0,1050,6874,1.0,0,0,3,6,1050,0,0,5,6,-0.040484296195108745,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,3,1.75,1260,6500,1.0,0,0,4,7,1260,0,0,5,6,-0.02093157311529788,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,6,3.0,3470,117612,1.5,0,0,3,7,3470,0,0,5,6,-0.009060276959698427,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,4,2.5,2290,12047,2.0,0,0,4,9,2290,0,0,5,6,0.027391585353377542,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,4,2.25,2810,23400,1.0,0,1,3,7,1710,1100,0,5,6,-0.018557313884177987,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,3,2.5,1650,13816,2.0,0,0,3,7,1650,0,0,5,6,-0.037411725425424175,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,3,2.25,1640,14374,1.0,0,0,4,7,1140,500,0,5,6,-0.024842117731260053,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,3,2.5,1850,10109,2.0,0,0,3,8,1850,0,0,5,6,-0.0006805384969223412,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,4,2.5,2000,5390,2.0,0,0,3,7,2000,0,0,5,6,-0.03573577773286896,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,3,1.5,1410,9647,1.0,0,0,3,8,1410,0,0,5,6,-0.024073975038838912,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,4,1.75,1500,11600,1.0,0,0,4,7,1000,500,0,5,6,-0.02234216242319852,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,3,2.5,2460,54885,2.0,0,0,4,8,2460,0,0,5,6,-0.0027754731126163625,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,3,1.0,1010,7034,1.0,0,0,3,7,1010,0,0,5,6,-0.05095896927357885,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,2,2.25,1230,929,2.0,0,0,3,8,1020,210,0,5,6,-0.011155211575392449,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,4,2.5,2331,3826,2.0,0,0,3,8,2331,0,0,5,6,-0.027216376962379944,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,5,2.5,2240,7770,1.0,0,0,3,7,1340,900,0,5,6,-0.011853523113957121,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,4,3.0,2450,10117,1.0,0,0,5,8,1580,870,0,5,6,0.009794134581547764,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,4,3.0,3100,15480,2.0,0,0,3,8,2400,700,0,5,6,0.0032300061190398315,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,4,2.0,2060,5000,1.0,0,0,3,7,1030,1030,0,5,6,0.0101432903508301,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,3,1.75,1850,7684,1.0,0,0,3,8,1320,530,0,5,6,-0.04495349004192265,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,4,1.75,1840,10720,1.0,0,0,3,7,960,880,0,5,6,-0.01897630080731679,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,4,2.0,3740,32417,2.0,0,0,3,9,3740,0,0,5,6,0.04470971150978145,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,3,1.5,1420,8580,1.0,0,0,3,6,1420,0,0,5,6,-0.05633596812052684,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,3,1.0,1510,6083,1.0,0,0,4,6,860,650,0,5,6,-0.031552891616866564,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,3,1.75,2130,6500,1.0,0,2,3,8,1170,960,0,5,6,0.0049059538115950475,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,4,2.25,3490,6906,2.0,0,0,4,10,2280,1210,0,5,6,0.09568645382500264,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,3,1.75,1630,11800,1.0,0,0,4,7,1630,0,0,5,6,-0.0362944269637207,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,3,2.5,1790,7167,2.0,0,0,3,8,1790,0,0,5,6,-0.0034737846511810363,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,4,2.5,2000,5684,2.0,0,0,3,8,2000,0,0,5,6,-0.0037531092666069055,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,4,2.25,2260,29930,2.0,0,0,4,8,1400,860,0,5,6,0.008257849196705483,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,4,2.5,3030,7864,2.0,0,0,3,9,3030,0,0,5,6,0.02026880766001787,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,3,1.5,1310,8160,1.0,0,0,3,7,1310,0,0,5,6,-0.024423130808121248,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,3,1.5,1430,8000,1.0,0,0,4,7,1430,0,0,5,6,-0.003054797728042232,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,4,2.5,3880,14550,2.0,0,0,3,10,3880,0,0,5,6,0.031064704046227725,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,4,3.25,3760,10920,1.5,0,0,5,9,2400,1360,0,5,6,0.14526657306309446,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,5,2.25,3040,8111,2.0,0,0,3,8,3040,0,0,5,6,0.0030903438113268965,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,5,2.5,2910,9636,1.0,0,0,4,7,1690,1220,0,5,6,-0.001378850035487015,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,5,3.5,3480,36615,2.0,0,0,4,8,2490,990,0,5,6,0.015380626890065153,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,3,2.5,2970,11985,1.0,0,0,3,9,1770,1200,0,5,6,-0.0020771615740516887,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,2,1.75,1660,6000,1.0,0,0,3,7,1160,500,0,5,6,-0.007803316190282013,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,4,2.5,3200,12369,2.0,0,0,3,10,3200,0,0,5,6,0.025872897419307088,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,4,2.0,2680,18768,1.0,0,0,5,8,2680,0,0,5,6,-0.02512144234668592,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,2,1.0,780,16344,1.0,0,0,1,5,780,0,0,5,6,-0.06450621312173352,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,3,1.0,1230,9568,1.0,0,0,5,7,1230,0,0,5,6,-0.021350560038436682,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,4,2.5,2740,45732,2.0,0,0,3,8,2740,0,0,5,6,-0.00787314734413848,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,3,3.5,3020,4082,2.0,0,0,3,9,2080,940,0,5,6,0.05169282689542819,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,3,2.25,1970,11088,1.0,0,0,4,8,1180,790,0,5,6,-0.010456900036827772,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,4,3.5,3380,8330,2.0,0,0,3,8,3380,0,0,5,6,0.016148769582486296,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,3,1.0,1110,6250,1.0,0,0,3,7,1110,0,0,5,6,-0.027216376962379944,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,5,2.75,1800,3780,1.5,0,0,3,7,1400,400,0,5,6,-0.0009598631123482107,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,3,1.75,1900,5520,1.0,0,0,3,7,1280,620,0,5,6,-0.02162988465386256,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,2,1.0,930,36478,1.0,0,2,3,6,930,0,0,5,6,0.01887218458288852,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,3,1.75,1690,7735,1.0,0,0,4,7,1060,630,0,5,6,-0.047886398503894284,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,3,2.0,1420,4080,1.5,0,0,3,7,1420,0,0,5,6,-0.007663653882569078,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,5,4.0,4510,15175,2.0,0,0,3,10,4510,0,0,5,6,0.18576864229984555,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,3,2.25,1980,8000,1.0,0,0,4,9,1560,420,0,5,6,-0.03419949234802668,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,2,1.75,1170,2400,1.0,0,0,4,7,740,430,0,5,6,-0.005708381574587992,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,3,2.5,2200,1970,2.0,0,0,3,9,1610,590,0,5,6,0.07124554997523905,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,3,1.5,800,8850,1.0,0,0,4,6,800,0,0,5,6,-0.048724372350171886,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,3,2.5,1480,1171,3.0,0,0,3,8,1480,0,0,5,6,-0.005568719266875057,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,5,3.75,2890,5000,1.0,0,0,3,7,1310,1580,0,5,6,-0.02093157311529788,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,3,2.5,2690,4047,3.0,0,0,3,10,2690,0,0,5,6,0.06132952612762067,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,4,3.25,3569,8327,2.0,0,0,3,10,3569,0,0,5,6,0.005604265350159722,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,3,2.0,1270,1320,3.0,0,0,3,8,1270,0,0,5,6,-0.02373180238494222,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,5,5.0,4490,10279,2.0,0,0,3,10,3930,560,0,5,6,0.1759922807599401,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-06,4,2.5,3040,6425,2.0,0,0,3,8,3040,0,0,5,6,0.03297807766189493,0.0659500056636105,0.31248449774908704,0.0,0.0,0.2726214032044942,0.13069011907820646
2014-05-07,3,2.25,1170,1249,3.0,0,0,3,8,1170,0,0,5,7,-0.002782456228002009,0.03642098778707502,0.30047559166997306,0.034122938388625595,0.0046919650845725115,0.2697023731166452,0.18481190093373454
2014-05-07,5,2.25,2060,8632,1.0,0,0,3,7,1030,1030,0,5,7,-0.039785984656544066,0.03642098778707502,0.30047559166997306,0.034122938388625595,0.0046919650845725115,0.2697023731166452,0.18481190093373454
2014-05-07,3,1.0,990,6000,1.0,0,0,3,6,990,0,0,5,7,-0.006267030805439731,0.03642098778707502,0.30047559166997306,0.034122938388625595,0.0046919650845725115,0.2697023731166452,0.18481190093373454
2014-05-07,4,2.5,2430,5203,2.0,0,0,3,8,2430,0,0,5,7,-0.00417209618974571,0.03642098778707502,0.30047559166997306,0.034122938388625595,0.0046919650845725115,0.2697023731166452,0.18481190093373454
2014-05-07,4,4.0,4460,103382,2.0,0,0,3,11,4460,0,0,5,7,0.08521178074653253,0.03642098778707502,0.30047559166997306,0.034122938388625595,0.0046919650845725115,0.2697023731166452,0.18481190093373454
2014-05-07,3,1.75,1250,10122,1.0,0,0,3,7,1250,0,0,5,7,-0.04006530927196994,0.03642098778707502,0.30047559166997306,0.034122938388625595,0.0046919650845725115,0.2697023731166452,0.18481190093373454
2014-05-07,3,2.75,1540,6760,1.0,0,0,5,7,1210,330,0,5,7,-0.005149732343736253,0.03642098778707502,0.30047559166997306,0.034122938388625595,0.0046919650845725115,0.2697023731166452,0.18481190093373454
2014-05-07,3,2.5,1600,7000,2.0,0,0,4,8,1600,0,0,5,7,-0.03699273850228538,0.03642098778707502,0.30047559166997306,0.034122938388625595,0.0046919650845725115,0.2697023731166452,0.18481190093373454
2014-05-07,3,1.0,1110,8423,1.0,0,0,3,7,1110,0,0,5,7,-0.04062395850282168,0.03642098778707502,0.30047559166997306,0.034122938388625595,0.0046919650845725115,0.2697023731166452,0.18481190093373454
2014-05-07,3,1.75,1840,10723,1.0,0,0,4,7,1220,620,0,5,7,-0.032104557732332666,0.03642098778707502,0.30047559166997306,0.034122938388625595,0.0046919650845725115,0.2697023731166452,0.18481190093373454
2014-05-07,3,2.75,2520,5401,1.0,0,0,4,7,1360,1160,0,5,7,0.029346857661358625,0.03642098778707502,0.30047559166997306,0.034122938388625595,0.0046919650845725115,0.2697023731166452,0.18481190093373454
2014-05-07,3,2.5,2680,327135,2.0,0,0,3,8,2680,0,0,5,7,0.01258738073580646,0.03642098778707502,0.30047559166997306,0.034122938388625595,0.0046919650845725115,0.2697023731166452,0.18481190093373454
2014-05-07,9,4.5,3830,6988,2.5,0,0,3,7,2450,1380,0,5,7,0.008397371842110703,0.03642098778707502,0.30047559166997306,0.034122938388625595,0.0046919650845725115,0.2697023731166452,0.18481190093373454
